Variable,Assumption,Calibrated Output,Climate Impact Parameter,Explanatory Variable,External Parameter,Internal Calibration Parameter,No Sensi,Policy,Unit,Value,Min,Max
"fossil energy coal.initial fossil extraction knowledge",0,0,0,0,0,1,0,0,0,100.62801075018,90,160
"fossil energy coal.initial fossil fuel extraction capital",0,0,0,0,0,1,0,0,0,1160000000000,1000000000,50000000000000
"fossil energy coal.productivity per extractionknowledge",0,0,0,0,0,1,0,0,0,0.00177120414219463,0.0001,0.003
"fossil energy coal.TFP in 1980",0,0,0,0,0,1,0,0,0,0.148,0.12,0.4
"fossil energy coal.TFP Max",1,0,0,0,0,1,0,0,0,0.185,0.1,0.4
"fossil energy coal.TFP Max Ramp Year",0,0,0,0,0,1,0,0,0,2020,2000,2200
"fossil energy coal.TFP Ramp Speed",0,0,0,0,0,1,0,0,0,0.097,0,1
"fossil energy coal.TFP Slope Start",0,0,0,0,0,1,0,0,0,1980.08990139598,1980,2010
"fossil energy gas.carbon intensity in btu",0,0,0,0,0,1,0,0,0,0.0156655503172815,0.01,0.03
"fossil energy gas.initial fossil energy capital",0,0,0,0,0,1,0,0,0,400000000000,1000000000,5000000000000
"fossil energy gas.initial fossil extraction knowledge",0,0,0,0,0,1,0,0,0,127.05822244485,90,160
"fossil energy gas.initial fossil fuel extraction capital",0,0,0,0,0,1,0,0,0,1988520830978.01,1000000000,50000000000000
"fossil energy gas.productivity per extractionknowledge",0,0,0,0,0,1,0,0,0,0.000340426522970275,0.0001,0.003
"fossil energy gas.TFP in 1980",0,0,0,0,0,1,0,0,0,0.241551022597929,0.12,0.4
"fossil energy gas.TFP Max",1,0,0,0,0,1,0,0,0,0.295,0.1,0.4
"fossil energy gas.TFP Max Ramp Year",0,0,0,0,0,1,0,0,0,2013.5943006936,2000,2200
"fossil energy gas.TFP Ramp Speed",0,0,0,0,0,1,0,0,0,0.139893371386549,0,1
"fossil energy gas.TFP Slope Start",0,0,0,0,0,1,0,0,0,1980.10137291122,1980,2010
"fossil energy oil.carbon intensity in btu",0,0,0,0,0,1,0,0,0,0.019446984722055,0.01,0.03
"fossil energy oil.initial fossil energy capital",0,0,0,0,0,1,0,0,0,1000000000000,1000000000,5000000000000
"fossil energy oil.initial fossil extraction knowledge",0,0,0,0,0,1,0,0,0,151.117578870786,90,160
"fossil energy oil.initial fossil fuel extraction capital",0,0,0,0,0,1,0,0,0,8318356306450,1000000000,50000000000000
"fossil energy oil.productivity per extractionknowledge",0,0,0,0,0,1,0,0,0,0.000209715322232346,0.0001,0.003
"fossil energy oil.TFP in 1980",0,0,0,0,0,1,0,0,0,0.141258869457008,0.12,0.4
"fossil energy oil.TFP Max",1,0,0,0,0,1,0,0,0,0.17,0.1,0.4
"fossil energy oil.TFP Max Ramp Year",0,0,0,0,0,1,0,0,0,2017.33847855222,2000,2200
"fossil energy oil.TFP Ramp Speed",0,0,0,0,0,1,0,0,0,0.0976371503131552,0,1
"fossil energy oil.TFP Slope Start",0,0,0,0,0,1,0,0,0,1983.31840997973,1980,2010
"nuclear energy.Ceiling of Nuclear Installation Costs",0,0,0,0,0,1,0,0,0,6000,5000,10000
"nuclear energy.Floor of Nuclear Installation Costs",0,0,0,0,0,1,0,0,0,2108.20854100359,1000,5000
"nuclear energy.Intercept Nuclear Installation Costs",0,0,0,0,0,1,0,0,0,-2690,-50000,50000
"nuclear energy.Slope of Nuclear Installation Costs",0,0,0,0,0,1,0,0,0,280.4,-1000,1000
"bio fuel energy.bio fuel primary energy content",0,0,0,0,0,1,0,0,0,0.0000202106814875483,0.000001,0.0001
"bio fuel energy.Floor Costs",0,0,0,0,0,1,0,0,0,14817700.9860935,1000000,1000000000
"bio fuel energy.Initial Installation Costs",0,0,0,0,0,1,0,0,0,1177719565.64476,100000000,100000000000
"bio fuel energy.Learning Rate",1,0,0,0,0,1,0,0,0,0.0446576738196583,0.01,0.4
"bio fuel energy.stepping on toes parameter",1,0,0,0,0,1,0,0,0,0.402774716236313,0.1,0.5
"hydropower energy."Slope of Hydropwer Instllation Costs wrt. Capacity"",0,0,0,0,0,1,0,0,0,0.00000163415093676841,1e-7,0.0001
"hydropower energy.Base Hydropower Installation Costs",0,0,0,0,0,1,0,0,0,100.335633411328,10,5000
"other energy.Floor of Other Installation Costs",0,0,0,0,0,1,0,0,0,949.698778788993,100,10000
"other energy.Initial Other Installation Costs",0,0,0,0,0,1,0,0,0,1999.96729277803,500,10000
"other energy.Learning Rate",1,0,0,0,0,1,0,0,0,0.0780908876868298,0.01,0.4
"other energy.stepping on toes parameter",1,0,0,0,0,1,0,0,0,0.443900376583671,0.1,0.5
"wind and solar energy.Initial Renewable Energy Installation Costs",0,0,0,0,0,1,0,0,0,4498.06716252767,100,100000
"wind and solar energy.Renewable Energy Floor Costs",0,0,0,0,0,1,0,0,0,138,1,500
"wind and solar energy.Renewable Energy Learning Rate",1,0,0,0,0,1,0,0,0,0.104592378256239,0.05,0.4
"wind and solar energy.sensitivity of renewable floor costs to grid storage needs",0,0,0,0,0,0,0,0,0,5.5,2,10
"wind and solar energy.sensitivity of renewable floor costs to grid storage needs non linear part",0,0,0,0,0,0,0,0,0,-5.25,-46,-3
"wind and solar energy.stepping on toes parameter in renewable energy sector",1,0,0,0,0,1,0,0,0,0.499920680455662,0.1,0.5
"Government Regulations.government debt to GDP ratio target",0,0,0,0,0,0,0,1,0,1.2,0.5,2
"Government Regulations.inflation goal policy",0,0,0,0,0,0,0,1,0,0.02,0,0.06
"Government Regulations.max change per year in inflation",0,0,0,0,0,0,0,1,0,0.001,0.0001,0.02
"Government Regulations.max change per year in unemployment",0,0,0,0,0,0,0,1,0,0.001,0.0001,0.02
"Government Regulations.minimum percentage of taxes spent by government",0,0,0,0,0,0,0,1,0,0.9,0.5,1
"Government Regulations.Moratorium on fossil energy year",0,0,0,0,0,0,0,1,0,2130,2070,2130
"Government Regulations.profit tax rate policy",0,0,0,0,0,0,0,1,0,0.332,0,1
"Government Regulations.switch animal product efficiency policy",0,0,0,0,0,0,0,1,0,0,0,1
"Government Regulations.switch irrigation fraction policy",0,0,0,0,0,0,0,1,0,0,0,1
"Government Regulations.switch non agricultural water use policy",0,0,0,0,0,0,0,1,0,0,0,1
"Government Regulations.switch tax policy",0,0,0,0,0,0,0,1,0,0,0,1
"Government Regulations.tax policy start year",0,0,0,0,0,0,0,1,0,2025,2025,2100
"Government Regulations.time for government to change the debt to GDP ratio target",0,0,0,0,0,0,0,1,0,10,5,50
"Government Regulations.time to implement tax policy",0,0,0,0,0,0,0,1,0,5,2,50
"Government Regulations.time to start central bank policy",0,0,0,0,0,0,0,1,0,2025,2025,2075
"Government Regulations.unemployment goal policy",0,0,0,0,0,0,0,1,0,0.05,0,0.1
"Government Regulations.wage tax rate policy",0,0,0,0,0,0,0,1,0,0.1935,0.05,0.35
"Government Regulations.wealth tax policy",0,0,0,0,0,0,0,1,0,0,0,0.02
"Animal Products.Animal Products Yield in 1980",0,0,0,0,0,1,0,0,0,0.900663724024713,0.6,1
"Animal Products.aquatic animal product share 1980",0,0,0,0,0,1,0,0,0,0.060992005579786,0.059,0.061
"Animal Products.average animal product growth efficiency",0,0,0,0,0,1,0,0,0,0.165652625411197,0.01,0.25
"Animal Products.averaging time",1,0,0,0,0,0,0,0,0,5,2,8
"Animal Products.desired animal products reserve capacity",0,0,0,0,0,1,0,0,0,0.0652815721691582,0,0.1
"Animal Products.elasticity of aquatic animal product share to GDP per person",0,0,0,0,0,1,0,0,0,0.50613259313534,0,1
"Animal Products.normal rate of change in grazing land yield",0,0,0,0,0,1,0,0,0,0.0409300999701161,0.01,0.1
"Animal Products.sensitivity of rate of change in animal products balance to growth rate in yield",0,0,0,0,0,1,0,0,0,-84.0270986860196,-100,0
"Crop.crop prod linear CO2 effect",0,0,0,0,1,0,0,0,0,0.04688,0.0465156,0.0472444
"Crop.crop prod linear temp effect",0,0,0,0,1,0,0,0,0,31.07,30.5574,31.5826
"Crop.crop prod squared temp effect",0,0,0,0,1,0,0,0,0,-1.11,-1.12588,-1.09412
"Crop.desired crop reserve capacity",0,0,0,0,0,1,0,0,0,0.019928670670062,0,0.1
"Crop.fertilizer use crop yield parameter",0,0,0,0,0,1,0,0,0,0.0119701049606006,0.00001,0.1
"Crop.harvest index for energy crops",0,0,0,0,0,1,0,0,0,0.948343290328895,0.6,0.95
"Crop.harvest index for feed crops",0,0,0,0,0,1,0,0,0,0.798296702453515,0.5,0.8
"Crop.initial crop yield",0,0,0,0,0,1,0,0,0,5.87126118591938,5.5,6.5
"Crop.irrigation crop yield parameter",0,0,0,0,0,1,0,0,0,2.5,2.5,9
"Crop.normal harvest index for food crops",0,0,0,0,0,1,0,0,0,0.449975438362196,0.4,0.45
"Crop.rel change in crop productivity intercept",0,0,0,0,1,0,0,0,0,-235.8,-239.948,-231.652
"Crop.sensitivity of effect of crop residue production on field fraction",0,0,0,0,0,1,0,0,0,0.559285998582094,0,0.75
"Crop.sensitivity of effect of crop yield on harvest index",0,0,0,0,0,1,0,0,0,0.0991496769388762,0.05,0.1
"Crop.soil carbon crop yield parameter",0,0,0,0,0,1,0,0,0,0.00403003233337647,1e-8,0.2
"Crop.tolerance of the cap on harvest index and residue on field fraction",0,0,0,0,0,1,0,0,0,0.05,0.03,0.08
"Crop.UNIT GtC per PCal crop",0,0,0,0,1,0,0,0,1,0.000220559,0.000220559,0.00027385
"Food Demand.animal product demand per person 1980",0,0,0,0,0,1,1,0,0,0.147979444396838,0,1
"Food Demand.crops used for non energy other per person",0,0,0,0,0,1,0,0,0,0.557436516594666,0,1
"Food Demand.crops used for seed or lost per person 1980",0,0,0,0,0,1,0,0,0,0.131006836194532,0,1
"Food Demand.direct food demand per person per day 1980",0,0,0,0,0,1,0,0,0,2497.71640119686,2000,3000
"Food Demand.elasticity of animal product demand to GDP per person",0,0,0,0,0,1,1,0,0,0.600290829837464,0,2
"Food Demand.elasticity of crops used for non energy other to GDP per person",0,0,0,0,0,1,0,0,0,0.373935379788447,0,2
"Food Demand.elasticity of crops used for seed or lost to GDP per person",0,0,0,0,0,1,0,0,0,0.41983328873356,0,2
"Food Demand.elasticity of food demand to GDP per person",0,0,0,0,0,1,0,0,0,0.3,0.01,0.3
"Food Demand.initial crop demand for feed offset",0,0,0,0,0,1,0,0,0,0.95510156216511,0.9,0.98
"Food Demand.time to change demand for feed",0,0,0,0,0,1,0,0,0,6.09350732047478,1,10
"Food Demand.time to change dietary habits",0,0,0,0,0,1,0,0,0,10,5,20
"Freshwater.average deep groundwater infiltration time",0,0,0,0,0,1,0,0,0,100,20,200
"Freshwater.base fraction of cropland irrigated",0,0,0,0,0,1,0,0,0,0.175096361655183,0,0.3
"Freshwater.elasticity of non agricultural water withdrawal per capita to GDP per person",0,0,0,0,0,1,0,0,0,0.212565882590844,0.01,0.5
"Freshwater.initial available water supply",0,0,0,0,0,1,0,0,0,48246123068322.7,30000000000000,120000000000000
"Freshwater.initial fraction of unsustainable water withdrawal",0,0,0,0,0,1,0,0,0,0.050119763269032,0,0.3
"Freshwater.non agricultural water withdrawal 1980",0,0,0,0,0,1,0,0,0,152871727.697761,50000000,400000000
"Freshwater.rate of change in irrigation efficiency",0,0,0,0,0,1,0,0,0,0.00372911435525424,0,0.01
"Freshwater.rate of change in technological water discovery",0,0,0,0,0,1,0,0,0,-0.0176282415983987,-0.02,0
"Freshwater.sensitivity of effect of available water supply on land irrigated",0,0,0,0,0,1,0,0,0,0.60604908038264,0.5,1.5
"Freshwater.sensitivity of fraction of cropland irrigated indicated to GDP per person",0,0,0,0,0,1,0,0,0,0.521630786617305,0.01,1
"Freshwater.sensitivity of pressure to expand water supply to available water supply",0,0,0,0,0,1,0,0,0,-2.95984018192533,-3,0
"Freshwater.sensitivity of surface temperature anomaly on water used per Mtcrop",0,0,1,0,0,1,0,0,0,0.0643524347524963,0.02,0.1
"Freshwater.technological water discovery 1980",0,0,0,0,0,1,0,0,0,30530715604.1891,10000000000,1000000000000
"Freshwater.water withdrawal per MHa irrigated 1980",0,0,0,0,0,1,0,0,0,9622530556.56337,1000000000,100000000000
"Land Nutrients.elasticity of effect of animal products on manure fertilizer use",0,0,0,0,0,1,0,0,0,0.094818728859585,0.01,1.5
"Land Nutrients.maximum desired growth in fertilizer use",0,0,0,0,0,1,0,0,0,0.05,0,0.05
"Land Nutrients.sensitivity demand to relative use",0,0,0,0,0,1,0,0,0,-0.0816206526655366,-0.5,-0.001
"Land Nutrients.sensitivity of fertilizer use to crop balance with reserves",0,0,0,0,0,1,0,0,0,-1.86816007521138,-10,-0.2
"Land Nutrients.time to change fertilizer use",0,0,0,0,0,1,0,0,0,3,2,5
"Land Use.cropland expansion time",0,0,0,0,0,1,0,0,0,2.85540818636608,1,10
"Land Use.elasticity of effect of animal products yield on fraction of grassland degrading",0,0,0,0,0,1,0,0,0,0.715843214541742,0.2,2
"Land Use.elasticity of effect of crop yield on fraction cropland degrading",0,0,0,0,0,1,0,0,0,0.871586116429116,0.2,2
"Land Use.forest recovery time",0,0,0,0,0,1,0,0,0,64.1561170254402,50,70
"Land Use.fraction cropland degrading 1980",0,0,0,0,0,1,0,0,0,0.00005,0,0.0001
"Land Use.fraction of depleting cropland to grassland",0,0,0,0,0,1,0,0,0,0.413435581074887,0.2,0.8
"Land Use.fraction of grassland degrading 1980",0,0,0,0,0,1,0,0,0,0.00001,0,0.0001
"Land Use.fraction of grassland for grazing",0,0,0,0,0,1,0,0,0,0.674669821635115,0.6,0.8
"Land Use.fraction of new cropland from forests",0,0,0,0,0,1,0,0,0,0.510883652553408,0.2,0.8
"Land Use.normal average cutting time",0,0,0,0,0,1,0,0,0,569.731217192907,100,1000
"Land Use.normal average time cropland in use",0,0,0,0,0,1,0,0,0,975.933316464732,100,1000
"Land Use.percent of forest recovering in 1980",0,0,0,0,0,1,0,0,0,0.085754335610631,0.01,0.5
"Land Use.sensitivity of crop land use time to cropland size",0,0,0,0,0,1,0,0,0,3.41610970515866,0,10
"Land Use.sensitivity of cutting time to forest size",0,0,0,0,0,1,0,0,0,1.6,0,5
"Land Use.sensitivity of effect of animal products balance on grassland expansion rate",0,0,0,0,0,1,0,0,0,-0.167767622093889,-1,0
"Land Use.sensitivity of effect of crop balance on crop land expansion rate",0,0,0,0,0,1,0,0,0,-0.242935802299059,-1,0
"Land Use.time to close grassland gap",0,0,0,0,0,1,0,0,0,8.50216384310196,2,10
"Planetary Boundaries.Cropland net primary production 2000-2020",0,0,0,0,1,0,0,0,0,5.25,4.79,5.71
"Planetary Boundaries.Holocene net primary production",0,0,0,0,1,0,0,0,0,55.9,55.9,55.9
"Planetary Boundaries.Intended biological nitrogen fixation 2000-2020",0,0,0,0,1,0,0,0,0,50,30,70
"Planetary Boundaries.PB2:1 Boundary value",0,0,0,0,1,0,0,0,0,0.75,0.75,0.75
"Planetary Boundaries.PB2:1 High risk boundary value",0,0,0,0,1,0,0,0,0,0.54,0.54,0.54
"Planetary Boundaries.Ratio N:P in man made fertilizer 2000",0,0,0,0,1,0,0,0,0,8.6,8.6,8.6
"Planetary Boundaries.Total blue water extraction 2000-2020",0,0,0,0,1,0,0,0,0,3740,3480,4000
"Planetary Boundaries.Total consumptive blue water use 2000-2020",0,0,0,0,1,0,0,0,0,2215.5,1831,2600
"Concrete.BASE AVERAGE LIFETIME OF BUILDINGS",0,0,0,0,0,1,0,0,0,185.551125466542,75,200
"Concrete.BASE AVERAGE LIFETIME OF INFRASTRUCTURE",0,0,0,0,0,1,0,0,0,60.6266188178707,25,150
"Concrete.CLIMATE IMPACT ON CONCRETE LIFETIME",0,0,1,0,0,0,0,0,0,-0.075,-0.15,-0.05
"Concrete.CO2 INTENSITY OF INFRASTRUCTURE CONCRETE",0,0,0,0,1,1,0,0,0,0.0842890302801893,0.07,0.164
"Concrete.CO2 INTENSITY OF RS BUILDINGS CONCRETE",0,0,0,0,1,1,0,0,0,0.0542134551261592,0.05,0.163
"Concrete.CONCRETE PER m2 UFA",0,0,0,0,1,0,0,0,0,0.998,0.452,1.43
"Concrete.GAP ADJUSTMENT TIME FOR BUILDINGS",1,0,0,0,0,1,0,0,0,14.6616180859513,0.5,20
"Concrete.GAP ADJUSTMENT TIME FOR INFRASTRUCTURE",1,0,0,0,0,1,0,0,0,9.45930961383885,0.5,10
"Concrete.INFRA ALPHA",1,0,0,0,0,1,0,0,0,-24055.7818588206,-40000,-5000
"Concrete.INFRA BETA",1,0,0,0,0,1,0,0,0,-34.7999180884332,-40,-5
"Concrete.INFRA GAMMA",1,0,0,0,0,1,0,0,0,6.01537251853227,4.48,6.824
"Concrete.INIT CONCRETE IN NEW BUILDINGS",1,0,0,0,0,1,0,0,0,20000.6694269533,1000,70000
"Concrete.INIT CONCRETE IN NEW INFRASTRUCTURE",1,0,0,0,0,1,0,0,0,6502.54623003724,1000,16000
"Concrete.INIT CONCRETE IN OLD BUILDINGS",1,0,0,0,0,1,0,0,0,50963.6563089793,20000,80000
"Concrete.INIT CONCRETE IN OLD INFRASTRUCTURE",1,0,0,0,0,1,0,0,0,12294.8402422716,1000,15000
"Concrete.INTERCEPT",1,0,0,0,0,1,0,0,0,165310,165310,322082
"Concrete.NORMAL CONCRETE DETERIORATION RATE",0,0,0,0,0,1,0,0,0,0.0158950991238031,0.001,0.1
"Concrete.TIME TO ADJUST DESIRED FLOOR AREA",1,0,0,0,0,1,0,0,0,3.94347304975288,2,30
"Concrete.TIME TO ADJUST DESIRED INFRASTRUCTURE AREA",1,0,0,0,0,1,0,0,0,5.1383825712853,1,10
"Concrete.UFA alpha",1,0,0,0,0,1,0,0,0,25.2572561601996,1,45
"Concrete.UFA intercept",1,0,0,0,0,1,0,0,0,-200.729776361609,-300,-50

